,Controller1.dump,Grid1.flag_warning,Consumption_kW,Energy_MWh,CO2_Intensity,CO2_emissions_kg,Cumulative_CO2_kg,Cumulative_CO2_tonnes
2012-02-01 15:45:00,-45.5435696,0,45.5435696,0.0113858924,232.97148835552102,2.652588298683815,104.66894341179001,0.10466894341179
2012-02-01 16:00:00,-24.1094351,0,24.1094351,0.006027358775,233.04144134373047,1.4046243764217816,106.07356778821179,0.1060735677882118
2012-02-01 16:15:00,-21.9385005,0,21.9385005,0.005484625125,232.90877726759604,1.277417331634886,107.35098511984667,0.10735098511984667
2012-02-01 16:30:00,-21.3159421,0,21.3159421,0.0053289855250000006,232.44434739320513,1.2386925626264618,108.58967768247314,0.10858967768247314
2012-02-01 16:45:00,-21.5245107,0,21.5245107,0.005381127675,231.99587026076065,1.2483993979458885,109.83807708041903,0.10983807708041902
2012-02-01 17:00:00,-43.3036214,0,43.3036214,0.01082590535,231.43392828831728,2.5054818024280103,112.34355888284703,0.11234355888284703
2012-02-01 17:15:00,-41.235618800000005,0,41.235618800000005,0.010308904700000001,230.77471067530536,2.379034499521796,114.72259338236883,0.11472259338236883
2012-02-01 17:30:00,-39.9840318,0,39.9840318,0.00999600795,230.68287104415188,2.305907812886167,117.02850119525499,0.11702850119525499
2012-02-01 17:45:00,-42.26376355053055,0,42.26376355053055,0.010565940887632637,230.2659561585971,2.4329764812059453,119.46147767646093,0.11946147767646093
2012-02-01 18:00:00,-47.23017355551015,0,47.23017355551015,0.011807543388877538,230.1760407101534,2.717813587765179,122.17929126422611,0.12217929126422611
2012-02-01 18:15:00,-103.62470813938214,1,103.62470813938214,0.025906177034845535,229.7447260827028,5.951807546720594,128.1310988109467,0.1281310988109467
2012-02-01 18:30:00,-93.32599194795796,0,93.32599194795796,0.02333149798698949,229.07621515349817,5.344691252721014,133.47579006366772,0.13347579006366772
2012-02-01 18:45:00,-81.85471545737676,0,81.85471545737676,0.02046367886434419,228.4345235043889,4.674610730523299,138.15040079419103,0.13815040079419103
2012-02-01 19:00:00,-73.86387469578183,0,73.86387469578183,0.018465968673945458,226.93817439321037,4.190633219267394,142.34103401345843,0.14234103401345843
2012-02-01 19:15:00,-95.78435287741546,0,95.78435287741546,0.023946088219353866,225.12471302974748,5.390856238567056,147.7318902520255,0.1477318902520255
