,Controller1.dump,Controller1.res_load,Battery1.soc,Controller1.flow2b,PV1.pv_gen,Wind1.wind_gen,Load1.load_dem,Grid1.flag_warning,Consumption_kW,Energy_MWh,CO2_Intensity,CO2_emissions_kg,Cumulative_CO2_kg,Cumulative_CO2_tonnes
2012-01-01 14:15:00,-37.3155489643228,45.8355489643228,10.852,-8.520000000000003,6.745,0.5208542356772068,53.1014032,0,37.3155489643228,0.0093288872410807,233.65184264726676,2.179711693727082,37.908985679629254,0.037908985679629255
2012-01-01 14:30:00,-31.535169472753143,37.685169472753145,10.615,-6.150000000000002,5.78,0.4830130272468545,43.9481825,0,31.535169472753143,0.007883792368188286,233.32850650072314,1.8395134988311719,39.74849917846043,0.03974849917846043
2012-01-01 14:45:00,-35.66644933748728,40.10644933748729,10.444,-4.440000000000008,2.937,0.5370734625127098,43.5805228,0,35.66644933748728,0.00891661233437182,233.2338022729477,2.0796553981394035,41.82815457659983,0.04182815457659983
2012-01-01 15:00:00,-38.42462320797881,41.63462320797881,10.321,-3.2099999999999973,1.989,0.5316301920211931,44.1552534,0,38.42462320797881,0.009606155801994703,233.21297772221405,2.240280199046708,44.06843477564654,0.04406843477564654
2012-01-01 15:15:00,-0.0,-219.38983130000005,10.232,219.38983130000005,1.298,300.0,81.90816869999999,0,0.0,0.0,232.68984783073034,0.0,44.06843477564654,0.04406843477564654
2012-01-01 15:30:00,-17.314581968188527,42.13458196818852,12.482,-24.819999999999997,2.335,0.3666353318114712,44.8362173,0,17.314581968188527,0.004328645492047132,232.67812079437897,1.0071810986745866,45.07561587432112,0.04507561587432112
2012-01-01 15:45:00,-20.721820836423248,38.65182083642324,11.793,-17.929999999999993,3.026,0.3551133635767631,42.0329342,0,20.721820836423248,0.005180455209105812,232.97148835552102,1.206898360424493,46.28251423474562,0.04628251423474562
2012-01-01 16:00:00,-0.0,-259.1965221,11.295,259.1965221,2.335,300.0,43.1384779,0,0.0,0.0,233.04144134373047,0.0,46.28251423474562,0.04628251423474562
2012-01-01 16:15:00,-0.0,-269.1712865,13.545,269.1712865,0.0,300.0,30.8287135,0,0.0,0.0,232.90877726759604,0.0,46.28251423474562,0.04628251423474562
2012-01-01 16:30:00,-0.0,36.305723349267,15.795,-36.305723349267,0.0,0.5036555507329976,36.8093789,0,0.0,0.0,232.44434739320513,0.0,46.28251423474562,0.04628251423474562
2012-01-01 16:45:00,-0.0,36.18160710770799,14.787,-36.18160710770799,0.0,0.3288446922920088,36.5104518,0,0.0,0.0,231.99587026076065,0.0,46.28251423474562,0.04628251423474562
2012-01-01 17:00:00,-0.0,32.61059487878211,13.782,-32.61059487878211,0.0,0.5964874212178958,33.2070823,0,0.0,0.0,231.43392828831728,0.0,46.28251423474562,0.04628251423474562
2012-01-01 17:15:00,-6.5876370633207735,35.34763706332077,12.876,-28.759999999999994,0.0,0.5453078366792381,35.8929449,0,6.5876370633207735,0.0016469092658301934,230.77471067530536,0.38006500933044246,46.66257924407606,0.04666257924407606
2012-01-01 17:30:00,-24.99144948396352,45.76144948396352,12.077,-20.77,0.0,0.5719378160364776,46.3333873,0,24.99144948396352,0.00624786237099088,230.68287104415188,1.4412748296288982,48.10385407370496,0.04810385407370496
2012-01-01 17:45:00,-0.0,-238.3919824,11.5,238.3919824,0.0,300.0,61.6080176,0,0.0,0.0,230.2659561585971,0.0,48.10385407370496,0.04810385407370496
2012-01-01 18:00:00,-0.0,-236.5292152,13.75,236.5292152,0.0,300.0,63.4707848,0,0.0,0.0,230.1760407101534,0.0,48.10385407370496,0.04810385407370496
2012-01-01 18:15:00,-0.0,57.13866257439638,16.0,-57.13866257439638,0.0,0.5862954256036143,57.724958,0,0.0,0.0,229.7447260827028,0.0,48.10385407370496,0.04810385407370496
2012-01-01 18:30:00,-3.358752869680906,47.48875286968091,14.413,-44.13,0.0,0.6008913303190934,48.0896442,0,3.358752869680906,0.0008396882174202265,229.07621515349817,0.19235259875561314,48.29620667246057,0.04829620667246057
2012-01-01 18:45:00,-62.03842160807335,93.90842160807334,13.187,-31.869999999999997,0.0,0.5221931919266621,94.4306148,0,62.03842160807335,0.015509605402018338,228.4345235043889,3.542929319751155,51.83913599221172,0.051839135992211724
2012-01-01 19:00:00,-98.26142303580212,121.2814230358021,12.302,-23.02,0.0,0.494553564197882,121.7759766,0,98.26142303580212,0.02456535575895053,226.93817439321037,5.574816989255971,57.413952981467695,0.057413952981467696
2012-01-01 19:15:00,-94.765036536076,111.395036536076,11.663,-16.630000000000003,0.0,0.361367663923996,111.7564042,0,94.765036536076,0.023691259134019,225.12471302974748,5.333487913859411,62.7474408953271,0.0627474408953271
2012-01-01 19:30:00,-91.10323200380954,103.11323200380954,11.201,-12.010000000000003,0.0,0.5805238961904673,103.6937559,0,91.10323200380954,0.022775808000952386,222.6007821499955,5.069912675110126,67.81735357043723,0.06781735357043724
2012-01-01 19:45:00,-0.0,-201.2127811,10.867,201.2127811,0.0,300.0,98.7872189,0,0.0,0.0,220.48308364880927,0.0,67.81735357043723,0.06781735357043724
2012-01-01 20:00:00,-55.6783233409655,86.8483233409655,13.117,-31.17000000000001,0.0,0.564847759034494,87.4131711,0,55.6783233409655,0.013919580835241375,218.9904787351131,3.0482556709016144,70.86560924133884,0.07086560924133885
2012-01-01 20:15:00,-0.0,-223.0054421,12.251,223.0054421,0.0,300.0,76.9945579,0,0.0,0.0,216.27983587616288,0.0,70.86560924133884,0.07086560924133885
