Load_data
time,Area,Actual Total Load (MW),Day-ahead Total Load Forecast (MW)
2025-12-01 00:00:00,Netherlands (NL),0.2125782,11889.32
2025-12-01 00:15:00,Netherlands (NL),0.209539,11824.62
2025-12-01 00:30:00,Netherlands (NL),0.2065766,11730.7
2025-12-01 00:45:00,Netherlands (NL),0.2060082,11619.48
2025-12-01 01:00:00,Netherlands (NL),0.2050036,11536.17
2025-12-01 01:15:00,Netherlands (NL),0.204014,11397.21
2025-12-01 01:30:00,Netherlands (NL),0.200332,11251.99
2025-12-01 01:45:00,Netherlands (NL),0.198292,11196.23
2025-12-01 02:00:00,Netherlands (NL),0.1969448,11155.61
2025-12-01 02:15:00,Netherlands (NL),0.1958732,11096.29
2025-12-01 02:30:00,Netherlands (NL),0.1935138,11080.69
2025-12-01 02:45:00,Netherlands (NL),0.1918366,11122.85
2025-12-01 03:00:00,Netherlands (NL),0.1896296,11115.42
2025-12-01 03:15:00,Netherlands (NL),0.1875948,11158.6
2025-12-01 03:30:00,Netherlands (NL),0.1869722,11125.08
2025-12-01 03:45:00,Netherlands (NL),0.1871856,11067.77
2025-12-01 04:00:00,Netherlands (NL),0.1868246,11104.24
2025-12-01 04:15:00,Netherlands (NL),0.1864776,11133.48
2025-12-01 04:30:00,Netherlands (NL),0.1863898,11123.91
2025-12-01 04:45:00,Netherlands (NL),0.1865024,11199.45
2025-12-01 05:00:00,Netherlands (NL),0.1875406,11279.08
2025-12-01 05:15:00,Netherlands (NL),0.1906938,11507.57
2025-12-01 05:30:00,Netherlands (NL),0.1918542,11696.58
2025-12-01 05:45:00,Netherlands (NL),0.195543,11878.81
2025-12-01 06:00:00,Netherlands (NL),0.1997524,12201.02
2025-12-01 06:15:00,Netherlands (NL),0.2075888,12520.84
2025-12-01 06:30:00,Netherlands (NL),0.2157754,12791.81
2025-12-01 06:45:00,Netherlands (NL),0.2212238,13163.86
2025-12-01 07:00:00,Netherlands (NL),0.227733,13685.83
2025-12-01 07:15:00,Netherlands (NL),0.2365488,14199.57
2025-12-01 07:30:00,Netherlands (NL),0.2434062,14491.75
2025-12-01 07:45:00,Netherlands (NL),0.2434316,14751.06
2025-12-01 08:00:00,Netherlands (NL),0.2407578,14992.63
2025-12-01 08:15:00,Netherlands (NL),0.2434716,15212.56
2025-12-01 08:30:00,Netherlands (NL),0.2440828,15338.54
2025-12-01 08:45:00,Netherlands (NL),0.2454474,15391.19
2025-12-01 09:00:00,Netherlands (NL),0.2446748,15529.33
2025-12-01 09:15:00,Netherlands (NL),0.241949,15425.07
2025-12-01 09:30:00,Netherlands (NL),0.240274,15246.22
2025-12-01 09:45:00,Netherlands (NL),0.239882,15078.21
2025-12-01 10:00:00,Netherlands (NL),0.2364786,14890.67
2025-12-01 10:15:00,Netherlands (NL),0.2324534,14659.23
2025-12-01 10:30:00,Netherlands (NL),0.2281464,14395.12
2025-12-01 10:45:00,Netherlands (NL),0.2258072,14167.57
2025-12-01 11:00:00,Netherlands (NL),0.226361,13867.46
2025-12-01 11:15:00,Netherlands (NL),0.2261114,13709.57
2025-12-01 11:30:00,Netherlands (NL),0.2246952,13438.88
2025-12-01 11:45:00,Netherlands (NL),0.224199,13266.39
2025-12-01 12:00:00,Netherlands (NL),0.2239968,13369.41
2025-12-01 12:15:00,Netherlands (NL),0.2208132,13200.62
2025-12-01 12:30:00,Netherlands (NL),0.2171194,13154.19
2025-12-01 12:45:00,Netherlands (NL),0.214609,13148.13
2025-12-01 13:00:00,Netherlands (NL),0.2152938,13022.05
2025-12-01 13:15:00,Netherlands (NL),0.21818,13098.52
2025-12-01 13:30:00,Netherlands (NL),0.221556,13227.6
2025-12-01 13:45:00,Netherlands (NL),0.2254282,13464.22
2025-12-01 14:00:00,Netherlands (NL),0.2279376,13721.4
2025-12-01 14:15:00,Netherlands (NL),0.2314494,13911.64
2025-12-01 14:30:00,Netherlands (NL),0.2322648,13961.9
2025-12-01 14:45:00,Netherlands (NL),0.2323506,14114.9
2025-12-01 15:00:00,Netherlands (NL),0.2353142,14573.87
2025-12-01 15:15:00,Netherlands (NL),0.2386542,15029.01
2025-12-01 15:30:00,Netherlands (NL),0.2420592,15310.71
2025-12-01 15:45:00,Netherlands (NL),0.2442612,15594.48
2025-12-01 16:00:00,Netherlands (NL),0.2461098,15917.36
2025-12-01 16:15:00,Netherlands (NL),0.2487154,16283.47
2025-12-01 16:30:00,Netherlands (NL),0.2507856,16602.06
2025-12-01 16:45:00,Netherlands (NL),0.2528926,16916.79
2025-12-01 17:00:00,Netherlands (NL),0.255553,17238.14
2025-12-01 17:15:00,Netherlands (NL),0.2545478,17367.72
2025-12-01 17:30:00,Netherlands (NL),0.255131,17440.86
2025-12-01 17:45:00,Netherlands (NL),0.254039,17424.24
2025-12-01 18:00:00,Netherlands (NL),0.2523546,17204.39
2025-12-01 18:15:00,Netherlands (NL),0.2511496,16903.82
2025-12-01 18:30:00,Netherlands (NL),0.2487816,16725.48
2025-12-01 18:45:00,Netherlands (NL),0.2453292,16588.58
2025-12-01 19:00:00,Netherlands (NL),0.2418934,16461.93
2025-12-01 19:15:00,Netherlands (NL),0.2396652,16331.35
2025-12-01 19:30:00,Netherlands (NL),0.2367648,16232.77
2025-12-01 19:45:00,Netherlands (NL),0.234456,16033.99
2025-12-01 20:00:00,Netherlands (NL),0.23311,15781.74
2025-12-01 20:15:00,Netherlands (NL),0.23077,15623.34
2025-12-01 20:30:00,Netherlands (NL),0.2282596,15509.85
2025-12-01 20:45:00,Netherlands (NL),0.2259566,15298.2
2025-12-01 21:00:00,Netherlands (NL),0.2237484,15075.71
2025-12-01 21:15:00,Netherlands (NL),0.2217436,14859.72
2025-12-01 21:30:00,Netherlands (NL),0.218276,14698.85
2025-12-01 21:45:00,Netherlands (NL),0.2154346,14533.83
2025-12-01 22:00:00,Netherlands (NL),0.2112036,14361.07
2025-12-01 22:15:00,Netherlands (NL),0.2056306,14089.61
2025-12-01 22:30:00,Netherlands (NL),0.2021824,13885.31
2025-12-01 22:45:00,Netherlands (NL),0.198583,13698.44
2025-12-01 23:00:00,Netherlands (NL),0.1962078,13539.66
2025-12-01 23:15:00,Netherlands (NL),0.1945802,13321.54
2025-12-01 23:30:00,Netherlands (NL),0.192432,13029.04
2025-12-01 23:45:00,Netherlands (NL),0.1899936,12831.47
2025-12-02 00:00:00,Netherlands (NL),0.1908372,12692.65
2025-12-02 00:15:00,Netherlands (NL),0.1930936,12560.02
2025-12-02 00:30:00,Netherlands (NL),0.1921354,12397.49
2025-12-02 00:45:00,Netherlands (NL),0.1906824,12300.72
2025-12-02 01:00:00,Netherlands (NL),0.1881738,12251.23
2025-12-02 01:15:00,Netherlands (NL),0.186275,12201.87
2025-12-02 01:30:00,Netherlands (NL),0.1852244,12155.74
2025-12-02 01:45:00,Netherlands (NL),0.1840298,12038.94
2025-12-02 02:00:00,Netherlands (NL),0.1833252,12036.34
2025-12-02 02:15:00,Netherlands (NL),0.1844752,12069.52
2025-12-02 02:30:00,Netherlands (NL),0.1839198,12050.68
2025-12-02 02:45:00,Netherlands (NL),0.1820244,11990.87
2025-12-02 03:00:00,Netherlands (NL),0.181347,11893.34
2025-12-02 03:15:00,Netherlands (NL),0.1804712,11813.45
2025-12-02 03:30:00,Netherlands (NL),0.1807172,11729.72
2025-12-02 03:45:00,Netherlands (NL),0.1811358,11676.85
2025-12-02 04:00:00,Netherlands (NL),0.181917,11643.43
2025-12-02 04:15:00,Netherlands (NL),0.1835842,11593.61
2025-12-02 04:30:00,Netherlands (NL),0.1838034,11543.19
2025-12-02 04:45:00,Netherlands (NL),0.1832928,11542.05
2025-12-02 05:00:00,Netherlands (NL),0.1835038,11602.61
2025-12-02 05:15:00,Netherlands (NL),0.185534,11663.52
2025-12-02 05:30:00,Netherlands (NL),0.1876914,11680.88
2025-12-02 05:45:00,Netherlands (NL),0.1903272,11781.83
2025-12-02 06:00:00,Netherlands (NL),0.1957498,12118.84
2025-12-02 06:15:00,Netherlands (NL),0.2054546,12470.69
2025-12-02 06:30:00,Netherlands (NL),0.2125792,12723.83
2025-12-02 06:45:00,Netherlands (NL),0.2189486,13020.58
2025-12-02 07:00:00,Netherlands (NL),0.2273796,13449.88
2025-12-02 07:15:00,Netherlands (NL),0.2369442,13907.91
2025-12-02 07:30:00,Netherlands (NL),0.2424198,14304.26
2025-12-02 07:45:00,Netherlands (NL),0.247002,14596.34
2025-12-02 08:00:00,Netherlands (NL),0.2525328,14739.54
2025-12-02 08:15:00,Netherlands (NL),0.2582208,14810.02
2025-12-02 08:30:00,Netherlands (NL),0.2614188,14879.98
2025-12-02 08:45:00,Netherlands (NL),0.2643098,14926.57
2025-12-02 09:00:00,Netherlands (NL),0.2678908,14991.76
2025-12-02 09:15:00,Netherlands (NL),0.2713274,14898.32
2025-12-02 09:30:00,Netherlands (NL),0.2716528,14861.87
2025-12-02 09:45:00,Netherlands (NL),0.2708512,14758.63
2025-12-02 10:00:00,Netherlands (NL),0.2699548,14582.09
2025-12-02 10:15:00,Netherlands (NL),0.2679716,14420.45
2025-12-02 10:30:00,Netherlands (NL),0.265126,14369.7
2025-12-02 10:45:00,Netherlands (NL),0.2647176,14241.12
2025-12-02 11:00:00,Netherlands (NL),0.2638314,14125.81
2025-12-02 11:15:00,Netherlands (NL),0.2608592,14065.12
2025-12-02 11:30:00,Netherlands (NL),0.2571454,13995.98
2025-12-02 11:45:00,Netherlands (NL),0.2565516,13897.21
2025-12-02 12:00:00,Netherlands (NL),0.2589274,13789.39
2025-12-02 12:15:00,Netherlands (NL),0.2606086,13677.19
2025-12-02 12:30:00,Netherlands (NL),0.2607006,13632.12
2025-12-02 12:45:00,Netherlands (NL),0.2576636,13715.89
2025-12-02 13:00:00,Netherlands (NL),0.2584086,13975.99
2025-12-02 13:15:00,Netherlands (NL),0.2598678,14164.08
2025-12-02 13:30:00,Netherlands (NL),0.2599126,14294.42
2025-12-02 13:45:00,Netherlands (NL),0.261221,14304.41
2025-12-02 14:00:00,Netherlands (NL),0.2640906,14324.02
2025-12-02 14:15:00,Netherlands (NL),0.262395,14357.85
2025-12-02 14:30:00,Netherlands (NL),0.2633558,14450.16
2025-12-02 14:45:00,Netherlands (NL),0.266892,14591.62
2025-12-02 15:00:00,Netherlands (NL),0.2711138,14734.6
2025-12-02 15:15:00,Netherlands (NL),0.2781532,14894.12
2025-12-02 15:30:00,Netherlands (NL),0.2833136,15075.14
2025-12-02 15:45:00,Netherlands (NL),0.2873334,15282.09
2025-12-02 16:00:00,Netherlands (NL),0.2904186,15439.49
2025-12-02 16:15:00,Netherlands (NL),0.2921112,15566.32
2025-12-02 16:30:00,Netherlands (NL),0.2951588,15732.53
2025-12-02 16:45:00,Netherlands (NL),0.296159,15856.35
2025-12-02 17:00:00,Netherlands (NL),0.2939624,15995.71
2025-12-02 17:15:00,Netherlands (NL),0.2926014,15898.72
2025-12-02 17:30:00,Netherlands (NL),0.2935152,15875.57
2025-12-02 17:45:00,Netherlands (NL),0.2930986,15921.35
2025-12-02 18:00:00,Netherlands (NL),0.2898198,15890.34
2025-12-02 18:15:00,Netherlands (NL),0.2837774,15728.15
2025-12-02 18:30:00,Netherlands (NL),0.2797152,15623.43
2025-12-02 18:45:00,Netherlands (NL),0.27733,15466.26
2025-12-02 19:00:00,Netherlands (NL),0.2757704,15208.09
2025-12-02 19:15:00,Netherlands (NL),0.2742146,14962.92
2025-12-02 19:30:00,Netherlands (NL),0.2735566,14837.31
2025-12-02 19:45:00,Netherlands (NL),0.2731302,14645.79
2025-12-02 20:00:00,Netherlands (NL),0.2721536,14435.18
2025-12-02 20:15:00,Netherlands (NL),0.2689706,14264.88
2025-12-02 20:30:00,Netherlands (NL),0.266374,14121.16
2025-12-02 20:45:00,Netherlands (NL),0.2642732,14003.3
2025-12-02 21:00:00,Netherlands (NL),0.263206,14011.84
2025-12-02 21:15:00,Netherlands (NL),0.263805,13960.73
2025-12-02 21:30:00,Netherlands (NL),0.262309,13853.31
2025-12-02 21:45:00,Netherlands (NL),0.2603544,13702.52
2025-12-02 22:00:00,Netherlands (NL),0.258566,13512.7
2025-12-02 22:15:00,Netherlands (NL),0.2550018,13350.64
2025-12-02 22:30:00,Netherlands (NL),0.2504852,13193.8
2025-12-02 22:45:00,Netherlands (NL),0.2476912,13028.5
2025-12-02 23:00:00,Netherlands (NL),0.2451938,12904.32
2025-12-02 23:15:00,Netherlands (NL),0.2414046,12795.16
2025-12-02 23:30:00,Netherlands (NL),0.2381598,12706.91
2025-12-02 23:45:00,Netherlands (NL),0.2352676,12564.57
